asdf_id,shapeName,co2015,co2016,co2017,co2018,co2019,co2020,shapeID,tr100_co2015,tr100_co2016,tr100_co2017,tr100_co2018,tr100_co2019,tr100_co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,tr6_co2015,tr6_co2016,tr6_co2017,tr6_co2018,tr6_co2019,tr6_co2020
84,Vinto,400.19684,400.96671,402.33862,406.2276,408.16284,410.71545,BOL-ADM3-33444609B63544582,399.23325,401.41663,403.62158,405.85376,408.10565,410.37338,399.22067,401.41949,403.63293,405.86227,408.10587,410.36282,399.41718,401.36765,403.45343,405.73825,408.10703,410.52075
85,Tarata,397.60919,401.06589,403.42114,405.02237,410.56195,411.39209,BOL-ADM3-33444609B91378627,397.80594,400.59595,403.40341,406.23132,409.08273,411.94849,397.80594,400.59537,403.40378,406.23227,409.08139,411.9491,397.80499,400.60587,403.39456,406.21329,409.10968,411.93927
86,Totora,397.27316,401.68185,401.57697,404.03815,407.79108,408.74734,BOL-ADM3-33444609B10790515,397.95068,400.16467,402.38403,404.61728,406.86484,409.12097,397.95239,400.16293,402.38385,404.61746,406.86386,409.12195,397.92206,400.19958,402.38519,404.6105,406.88016,409.10498
87,Buena Vista,397.72537,402.69522,403.98196,404.51263,409.39407,410.22745,BOL-ADM3-33444609B62366677,398.82532,401.18893,403.55521,405.92828,408.31647,410.71381,398.83273,401.18549,403.54944,405.92557,408.31589,410.7189,398.71387,401.24918,403.64044,405.95691,408.32562,410.64175
88,San Carlos,398.39822,403.23248,403.94223,404.05655,410.76132,410.55597,BOL-ADM3-33444609B65201053,399.21326,401.57553,403.94351,406.32547,408.73001,411.14294,399.21439,401.57306,403.94351,406.32819,408.72903,411.14255,399.19232,401.62399,403.94141,406.27335,408.75089,411.14862
89,Magdalena,399.61276,403.04733,402.76007,407.10544,407.81882,410.88394,BOL-ADM3-33444609B24515942,399.86749,401.9863,404.11383,406.25803,408.41364,410.5838,399.86578,401.98572,404.11633,406.2598,408.4144,410.58124,399.89191,401.99973,404.07355,406.23636,408.40155,410.62039
90,Portachuelo,397.97885,403.06262,404.95547,406.04364,409.82785,410.54333,BOL-ADM3-33444609B38843317,399.37949,401.78699,404.19476,406.60126,409.01251,411.42926,399.39529,401.78296,404.18146,406.59021,409.01077,411.44357,399.14835,401.85385,404.38773,406.75116,409.03711,411.22647
91,San Antonio de Esmoruco,398.20853,400.63275,403.24683,405.55194,408.09326,410.45459,BOL-ADM3-33444609B37744367,398.25043,400.67734,403.11862,405.57343,408.04242,410.52545,398.25159,400.67734,403.11765,405.57248,408.04224,410.52664,398.23526,400.67886,403.13324,405.5864,408.04495,410.5094
92,Uriondo,396.30765,400.25571,403.50174,405.63269,407.78854,408.31458,BOL-ADM3-33444609B1106358,397.55884,399.99146,402.42627,404.85312,407.27206,409.69199,397.58179,399.9884,402.40631,404.83304,407.26877,409.71564,397.2316,400.03702,402.7121,405.13834,407.32275,409.3526
93,Mojinete,398.06668,401.42902,403.89734,405.83008,407.43201,410.62433,BOL-ADM3-33444609B85745690,398.64905,400.9971,403.353,405.71521,408.08777,410.47574,398.65512,400.99518,403.34744,405.71155,408.08853,410.47986,398.55707,401.02942,403.43765,405.76514,408.06927,410.41916
94,Yacuiba,397.44009,401.50864,402.34424,405.03766,409.07303,410.49628,BOL-ADM3-33444609B87243497,397.86627,400.42596,402.99774,405.58813,408.19772,410.82077,397.86664,400.42484,402.99832,405.5889,408.19693,410.82077,397.85944,400.44775,402.98505,405.57306,408.21289,410.81821
95,YuncharÃ¡,396.89658,400.32404,401.60156,404.19604,406.60788,409.39249,BOL-ADM3-33444609B234644,397.19977,399.56958,401.95044,404.34705,406.76047,409.19003,397.19922,399.56863,401.95142,404.34879,406.76105,409.18829,397.2049,399.58939,401.9382,404.31931,406.74768,409.21835
96,CaraparÃ­,397.95972,399.76541,404.24075,406.37024,408.85156,410.93839,BOL-ADM3-33444609B75965900,397.96854,400.63779,403.32492,406.02118,408.7265,411.44476,397.97574,400.63797,403.31799,406.01364,408.72516,411.4534,397.86816,400.62994,403.42572,406.13058,408.74814,411.32138
97,San Lorenzo,396.18027,401.1506,402.52304,405.38907,406.7915,409.92126,BOL-ADM3-33444609B88496650,397.34222,399.86121,402.38461,404.91315,407.44922,410.00058,397.35342,399.85794,402.37503,404.90543,407.44962,410.00958,397.17459,399.9201,402.52316,405.01743,407.43716,409.87842
98,El Puente,397.86636,400.20319,402.38922,405.04233,407.74243,410.21667,BOL-ADM3-33444609B59853279,397.72458,400.17572,402.64352,405.12964,407.63345,410.1535,397.72192,400.17612,402.64603,405.13177,407.63364,410.15094,397.76288,400.16943,402.60745,405.09933,407.63345,410.18793
99,Toro Toro,398.44022,400.65161,402.75867,405.43912,408.33136,409.94571,BOL-ADM3-33444609B34120572,398.33875,400.68802,403.05212,405.4321,407.82535,410.22998,398.3382,400.68842,403.05289,405.4317,407.82437,410.23056,398.34769,400.67905,403.03885,405.43848,407.84323,410.21881
100,San AgustÃ­n,399.00555,402.54605,404.59827,406.11905,408.56018,411.63528,BOL-ADM3-33444609B63002823,399.52158,401.86307,404.21326,406.57333,408.94934,411.34216,399.52386,401.86133,404.21115,406.57373,408.95071,411.34216,399.48251,401.89679,404.24835,406.56345,408.92496,411.34668
101,Tarija,396.56595,400.90164,403.31229,405.68604,407.63177,408.88663,BOL-ADM3-33444609B48940768,397.80612,400.21619,402.62799,405.03616,407.44144,409.85126,397.82492,400.21295,402.61185,405.02051,407.4393,409.86981,397.53439,400.26697,402.86111,405.25833,407.47235,409.58633
102,Tahua,399.38931,402.86823,404.78445,406.47006,409.88879,411.41541,BOL-ADM3-33444609B83584775,399.89743,402.24649,404.60416,406.97174,409.35184,411.74268,399.90182,402.24515,404.60068,406.96924,409.35126,411.74643,399.83298,402.27219,404.65469,407.00299,409.3616,411.69006
103,San Pablo,398.34613,401.23651,403.44806,405.78619,408.48343,410.81436,BOL-ADM3-33444609B12022744,398.5354,400.97739,403.43243,405.90137,408.38501,410.88306,398.53671,400.97684,403.4313,405.9006,408.3848,410.88403,398.5141,400.98734,403.44861,405.91046,408.38599,410.86798
104,Las Carreras,396.63666,400.28635,402.41721,404.83832,407.08459,409.84827,BOL-ADM3-33444609B6650687,397.1871,399.70486,402.23288,404.77185,407.32333,409.89072,397.1922,399.70316,402.22845,404.76837,407.32355,409.89462,397.10849,399.73346,402.29926,404.8168,407.31732,409.83521
105,Villa Abecia,396.69336,400.62167,401.55734,404.40619,406.66428,410.35681,BOL-ADM3-33444609B72563416,397.03751,399.55359,402.08197,404.6304,407.20059,409.79282,397.03445,399.55225,402.08502,404.63501,407.20236,409.78754,397.07422,399.58044,402.04074,404.56036,407.16916,409.87195
106,Morochata,400.15091,401.10727,403.52213,407.05069,408.52921,410.82941,BOL-ADM3-33444609B32136747,399.56863,401.7981,404.04581,406.31113,408.58759,410.87619,399.565,401.80002,404.04907,406.31171,408.58679,410.87463,399.62485,401.76248,403.99667,406.30801,408.60025,410.89502
107,Carangas,398.94153,402.49973,403.22464,406.1412,409.04416,410.19101,BOL-ADM3-33444609B11014199,399.39261,401.62552,403.86649,406.11935,408.38229,410.65329,399.39584,401.62457,403.86456,406.11685,408.3811,410.65683,399.34595,401.6441,403.88977,406.15482,408.4043,410.60083
108,Yunguyo del Litoral,400.02264,402.60229,404.6076,406.59763,408.88065,411.54184,BOL-ADM3-33444609B29831186,400.12955,402.3447,404.57117,406.81033,409.06421,411.33255,400.12878,402.34433,404.57193,406.81186,409.06479,411.33078,400.1391,402.35431,404.56268,406.78568,409.05154,411.35922
109,Cruz de Machacamarca,399.75049,402.8439,404.5752,406.76617,408.53165,411.72281,BOL-ADM3-33444609B64125054,400.06735,402.30499,404.55188,406.81033,409.08295,411.3718,400.06793,402.30383,404.5513,406.81128,409.08411,411.37061,400.05478,402.32669,404.5621,406.7944,409.05994,411.3912
110,Antequera,398.90109,402.30197,404.75461,406.8335,410.09818,411.26877,BOL-ADM3-33444609B44425060,399.46613,401.9451,404.43362,406.92963,409.43442,411.94751,399.47452,401.94354,404.42651,406.92264,409.43265,411.95636,399.34518,401.96713,404.5343,407.02707,409.46115,411.82123
111,Nazacara de Pacajes,399.65375,403.32443,404.93265,407.2919,409.37515,411.05042,BOL-ADM3-33444609B30420791,400.40573,402.61243,404.82376,407.03909,409.25894,411.48654,400.4147,402.6105,404.81622,407.03192,409.25797,411.495,400.27402,402.64603,404.93149,407.13751,409.27142,411.36609
112,Caquiaviri,399.61224,403.02631,404.66666,406.97931,409.39081,411.52951,BOL-ADM3-33444609B25496031,400.09656,402.39249,404.69678,407.01074,409.33563,411.67239,400.10056,402.39114,404.69348,407.00803,409.33542,411.67575,400.03549,402.41684,404.74387,407.04492,409.33701,411.62628
113,BelÃ©n de Andamarca,402.44406,402.26035,405.46246,406.52005,409.0191,410.86215,BOL-ADM3-33444609B78062899,401.59027,403.37167,405.16943,406.98126,408.8078,410.6445,401.58243,403.37396,405.17563,406.98709,408.8082,410.63782,401.70731,403.33109,405.0802,406.90228,408.80603,410.73849
114,Corque,401.29349,402.53458,405.23749,406.17126,409.80518,411.45074,BOL-ADM3-33444609B19215102,400.85849,402.92703,405.01068,407.10974,409.22751,411.35709,400.85239,402.92816,405.01569,407.11517,409.22769,411.35138,400.94662,402.90973,404.93845,407.02939,409.22733,411.43887
115,Vitiche,397.25815,400.76599,401.73441,405.06409,408.54608,410.80521,BOL-ADM3-33444609B29766009,397.32254,399.97809,402.65045,405.34763,408.06732,410.80548,397.31854,399.97791,402.65488,405.35147,408.06732,410.80136,397.37918,399.98325,402.58459,405.29022,408.07159,410.86288
116,Luribay,398.92242,401.90088,404.64429,406.08115,408.73535,410.24838,BOL-ADM3-33444609B50583695,399.48117,401.71671,403.95892,406.20419,408.45551,410.7146,399.48996,401.71515,403.95123,406.19742,408.45453,410.72281,399.35605,401.74121,404.07047,406.29776,408.46915,410.59631
117,Machacamarca,399.32047,401.97205,404.30905,406.30099,409.90051,410.94232,BOL-ADM3-33444609B61739549,399.48367,401.85693,404.24277,406.64063,409.05057,411.46948,399.48651,401.85675,404.24045,406.63791,409.04919,411.47321,399.44385,401.86096,404.27246,406.67648,409.07611,411.41437
118,Arampampa,397.77646,400.72311,402.24435,404.11005,408.80585,410.43457,BOL-ADM3-33444609B79352083,397.66864,400.18011,402.70883,405.26105,407.83914,410.43365,397.66199,400.1803,402.71515,405.26779,407.83914,410.42682,397.76175,400.18051,402.61646,405.15997,407.84323,410.52917
119,Sacabamba,398.74084,400.70126,404.21182,405.5213,408.4165,410.78027,BOL-ADM3-33444609B67664908,398.7038,401.0954,403.50189,405.91937,408.35172,410.79843,398.70493,401.0954,403.50037,405.91879,408.3519,410.79941,398.68707,401.09518,403.52652,405.92654,408.34958,410.78607
120,Anzaldo,398.10107,400.75134,402.78442,405.36838,409.02121,410.76022,BOL-ADM3-33444609B24659770,398.01807,400.57227,403.14362,405.73495,408.34567,410.97104,398.01578,400.57263,403.1459,405.73688,408.34488,410.96927,398.05127,400.56711,403.1069,405.70901,408.35989,410.99121
121,Toco,396.95966,400.20679,402.95581,405.09549,408.91013,410.9498,BOL-ADM3-33444609B17865743,397.19315,399.96454,402.75281,405.55835,408.38324,411.22488,397.19543,399.96378,402.75107,405.55701,408.38266,411.22705,397.16,399.97598,402.7793,405.57422,408.39359,411.19373
122,Villa Gualberto Villarroel,398.75259,401.08069,403.50711,405.75812,408.30942,410.65683,BOL-ADM3-33444609B84509711,398.73993,401.09616,403.46631,405.85065,408.24948,410.66251,398.73975,401.09616,403.46649,405.85086,408.24948,410.66211,398.74335,401.09576,403.46381,405.84641,408.24969,410.66583
123,Tacachi,398.72168,401.05841,403.6438,405.74197,408.36136,410.47128,BOL-ADM3-33444609B63808862,398.77567,401.1149,403.46725,405.83188,408.2092,410.59927,398.77701,401.11472,403.46613,405.83072,408.20901,410.60083,398.75589,401.11661,403.48575,405.84833,408.21445,410.57733
124,Cliza,398.013,400.04666,402.97321,405.75342,408.94305,411.31631,BOL-ADM3-33444609B45712919,397.68759,400.38721,403.10843,405.85123,408.61465,411.3959,397.68457,400.38818,403.11093,405.853,408.61426,411.39395,397.73138,400.36926,403.07019,405.8288,408.62381,411.42142
125,Tacopaya,401.05951,401.41998,403.26862,405.62384,409.75278,411.13998,BOL-ADM3-33444609B71410216,399.87131,402.0394,404.2312,406.45297,408.70078,410.96301,399.85492,402.04285,404.24585,406.46536,408.70078,410.94888,400.11029,401.98267,404.01672,406.2782,408.71249,411.15842
126,El Choro,399.25815,402.21268,404.74722,406.07755,409.58154,411.25702,BOL-ADM3-33444609B34376575,399.58044,401.9422,404.31485,406.69781,409.09464,411.50302,399.5835,401.94125,404.31216,406.69629,409.09427,411.50558,399.53415,401.95966,404.35535,406.71625,409.10129,411.46655
127,Toledo,399.77441,401.86511,404.01062,405.72452,409.81445,411.21936,BOL-ADM3-33444609B90107878,399.51987,401.84909,404.19437,406.55899,408.94348,411.34079,399.51489,401.84985,404.19901,406.56326,408.94312,411.33649,399.59109,401.83835,404.12769,406.49426,408.95462,411.40063
128,SantivaÃ±ez,398.13574,401.35764,403.51108,405.43967,409.76074,410.88928,BOL-ADM3-33444609B16998103,398.37979,400.94739,403.52902,406.12634,408.74112,411.36807,398.3815,400.94681,403.52786,406.12555,408.73996,411.37003,398.35547,400.9581,403.5423,406.13602,408.76355,411.33649
129,Paria,400.39203,402.39291,404.47809,406.40515,409.45493,411.10782,BOL-ADM3-33444609B37510264,400.25073,402.41437,404.59103,406.78201,408.98776,411.20432,400.24844,402.41473,404.59314,406.78394,408.98737,411.20255,400.28488,402.40765,404.55862,406.75369,408.99536,411.2298
130,Collana,400.84586,404.04868,405.60263,406.49896,410.10739,410.5658,BOL-ADM3-33444609B66068349,401.44897,403.37512,405.3045,407.23749,409.17795,411.12195,401.45493,403.37338,405.29968,407.2338,409.17679,411.12744,401.3638,403.40436,405.3714,407.28391,409.19806,411.04453
131,Tolata,398.29828,400.61093,403.25156,406.02924,408.74417,411.35342,BOL-ADM3-33444609B94491619,398.1424,400.74649,403.36917,406.01093,408.67059,411.34805,398.14069,400.74689,403.37051,406.0119,408.67059,411.34686,398.16595,400.7381,403.34821,405.99796,408.67313,411.36414
132,Cobija,398.77637,402.83667,405.30737,405.57272,412.0463,410.23325,BOL-ADM3-33444609B30727604,399.71042,402.13736,404.56961,407.00455,409.44708,411.8876,399.72318,402.13507,404.55902,406.99445,409.44281,411.90176,399.52615,402.17401,404.7178,407.14005,409.51895,411.67966
133,Eucaliptus,399.89474,402.13394,404.94083,406.78152,409.90424,411.28262,BOL-ADM3-33444609B21077453,399.9758,402.29926,404.63541,406.98184,409.33896,411.7056,399.97903,402.29926,404.63269,406.97873,409.33777,411.7095,399.93231,402.29926,404.67419,407.02435,409.35886,411.64807
134,Santiago de Callapa,399.61487,402.33423,404.50726,408.75079,411.90005,412.23535,BOL-ADM3-33444609B28630051,399.71326,402.43066,405.16577,407.91617,410.67386,413.43799,399.72012,402.43124,405.16055,407.90741,410.67014,413.44843,399.62103,402.41666,405.23068,408.04904,410.73965,413.28049
135,Cochabamba,397.87576,401.34671,401.71362,405.18896,407.96423,411.18488,BOL-ADM3-33444609B41741681,397.83496,400.35742,402.89627,405.46185,408.0535,410.66663,397.82681,400.35742,402.90436,405.47018,408.05487,410.65723,397.95108,400.36356,402.77835,405.34219,408.0329,410.80273
136,Caracollo,399.4325,402.65994,404.49515,406.59116,409.63586,411.30103,BOL-ADM3-33444609B22900187,399.81866,402.15155,404.49399,406.84756,409.21307,411.58957,399.82211,402.15042,404.49149,406.84543,409.21249,411.59271,399.76855,402.16998,404.53143,406.87646,409.22342,411.54483
137,Catacora,398.85632,400.74402,403.68289,405.70468,408.81491,412.04239,BOL-ADM3-33444609B21007182,398.43298,401.01965,403.62756,406.25824,408.91406,411.59174,398.42593,401.0206,403.63351,406.26483,408.91522,411.58408,398.53348,401.00571,403.54538,406.16409,408.89554,411.70029
138,Yaco,399.11667,402.35916,404.37524,406.67627,409.7879,411.37445,BOL-ADM3-33444609B25632649,399.49738,401.92938,404.37231,406.82663,409.29309,411.77039,399.50156,401.92841,404.36884,406.8233,409.29211,411.77469,399.43567,401.94565,404.41956,406.87143,409.3089,411.70773
139,Calacoto,399.21866,402.79956,404.15393,407.06262,409.78418,412.05704,BOL-ADM3-33444609B93045845,399.57892,402.06757,404.56787,407.08392,409.61523,412.1611,399.58044,402.06662,404.56711,407.08334,409.61502,412.16226,399.55511,402.08578,404.57791,407.09109,409.61816,412.14655
140,Arani,398.26431,401.12006,402.58426,405.90067,407.82031,409.10626,BOL-ADM3-33444609B26131324,398.59659,400.80038,403.01273,405.23398,407.45932,409.69122,398.60266,400.7998,403.00812,405.22778,407.45758,409.69824,398.51279,400.80728,403.07498,405.3252,407.48828,409.58594
141,Punata,398.62109,400.32251,403.41925,405.47263,408.33279,410.45081,BOL-ADM3-33444609B3757470,398.37445,400.77802,403.19839,405.63397,408.08466,410.54913,398.3735,400.77878,403.19916,405.63437,408.08426,410.54874,398.39175,400.76428,403.18802,405.62952,408.09183,410.55286
142,Sicasica,399.80716,402.15335,403.77377,406.06561,409.8447,411.048,BOL-ADM3-33444609B21151286,399.65094,401.94833,404.26068,406.59155,408.93997,411.29922,399.64713,401.94891,404.26434,406.59448,408.939,411.29648,399.7045,401.93973,404.20401,406.5491,408.95813,411.3353
143,Patacamaya,399.56091,402.3157,404.91486,407.64926,409.93134,410.66687,BOL-ADM3-33444609B32005482,400.04657,402.3566,404.67514,406.9968,409.31827,411.64337,400.05801,402.35565,404.66531,406.98553,409.31552,411.65649,399.88388,402.36676,404.81277,407.16022,409.36237,411.45065
144,Colquencha,400.69479,403.25287,405.64627,406.46161,409.99783,410.47162,BOL-ADM3-33444609B19082627,401.0975,403.08652,405.08136,407.07965,409.0845,411.09296,401.10342,403.08536,405.07614,407.07501,409.08295,411.09921,401.01028,403.10342,405.15631,407.14139,409.10928,411.0018
145,Santiago de Machaca,398.79959,401.55231,403.78146,406.3812,408.85602,411.9971,BOL-ADM3-33444609B96911206,398.79584,401.34506,403.91077,406.49503,409.09875,411.72208,398.79355,401.34488,403.91269,406.49756,409.09952,411.71893,398.82645,401.34888,403.88306,406.45761,409.08508,411.76627
146,Sena,401.40097,401.48016,405.01282,407.53113,409.51468,412.7131,BOL-ADM3-33444609B58600296,400.37366,402.70401,405.05838,407.43484,409.83151,412.2468,400.36392,402.70691,405.06628,407.44144,409.83228,412.23834,400.51801,402.6543,404.94482,407.34491,409.82056,412.36652
147,San Lorenzo,398.06769,403.25974,404.6861,408.81311,408.53339,413.22256,BOL-ADM3-33444609B26946399,399.26581,401.98782,404.71625,407.45154,410.19397,412.95743,399.27817,401.98438,404.70584,407.44263,410.19516,412.96689,399.08307,402.0484,404.87067,407.57669,410.16385,412.83023
148,Santa Rosa,398.02438,401.72382,404.10336,405.70972,409.63324,410.96143,BOL-ADM3-33444609B90312020,398.61066,401.16214,403.72418,406.2962,408.88168,411.4787,398.61691,401.16061,403.71881,406.29193,408.88071,411.48459,398.51828,401.19028,403.79987,406.35181,408.89941,411.39395
149,Malla,399.95972,402.64355,404.76208,407.67715,410.80237,411.27975,BOL-ADM3-33444609B20955158,400.19901,402.58096,404.97437,407.37793,409.78754,412.20218,400.20551,402.58075,404.96933,407.37112,409.785,412.21082,400.10971,402.58057,405.04214,407.48032,409.83444,412.07483
150,Comanche,400.39133,403.18414,405.34143,406.83838,410.24481,410.82135,BOL-ADM3-33444609B91729130,400.79926,402.92548,405.05896,407.19788,409.34384,411.4942,400.80554,402.92453,405.05374,407.19284,409.34207,411.50089,400.71133,402.94067,405.1308,407.26797,409.37271,411.39612
151,Calamarca,401.13992,403.43997,405.37967,405.43219,409.66055,410.35318,BOL-ADM3-33444609B41933053,401.28955,403.12247,404.9624,406.8107,408.67371,410.54306,401.28821,403.12189,404.96335,406.81342,408.67331,410.54132,401.30392,403.13535,404.94849,406.7659,408.67975,410.56815
152,Viacha,400.86124,402.50137,405.11349,407.25729,410.3067,411.16391,BOL-ADM3-33444609B85812802,400.71191,402.89166,405.08502,407.28934,409.50253,411.72208,400.71344,402.89243,405.08368,407.28662,409.50079,411.7254,400.69281,402.87689,405.1001,407.32956,409.534,411.66928
153,Villa Libertad Licoma,398.89172,402.86169,403.93848,409.41495,411.24109,411.02594,BOL-ADM3-33444609B79205479,399.70184,402.30499,404.91702,407.53491,410.14627,412.75702,399.71899,402.30383,404.90329,407.51685,410.14117,412.77808,399.46213,402.31708,405.09952,407.80316,410.23233,412.44812
154,Quime,398.59808,402.55582,404.14905,409.92908,410.76532,410.86084,BOL-ADM3-33444609B66902866,399.57529,402.19891,404.82974,407.46146,410.08057,412.69818,399.59741,402.1972,404.81161,407.43854,410.07507,412.72415,399.26563,402.21542,405.07864,407.79889,410.16837,412.31775
155,Huatajata,398.09335,403.97113,405.19003,406.33615,409.46677,411.75586,BOL-ADM3-33444609B98511044,399.66144,402.11398,404.56595,407.0195,409.48361,411.96069,399.67401,402.10919,404.55515,407.0127,409.48401,411.96973,399.4686,402.19931,404.72513,407.10413,409.47052,411.83752
156,Laja,400.69858,402.11633,404.92371,406.9523,410.22986,411.66583,BOL-ADM3-33444609B79531063,400.32346,402.61185,404.91702,407.23807,409.57404,411.92059,400.32098,402.61301,404.91934,407.23926,409.57306,411.91943,400.36298,402.58997,404.88379,407.22293,409.59238,411.93298
157,Mecapaca,401.44238,403.27255,404.66806,404.94104,408.75623,410.13721,BOL-ADM3-33444609B83826918,401.26144,402.9549,404.65741,406.37408,408.10995,409.85614,401.25378,402.95508,404.66434,406.38242,408.1109,409.84735,401.36899,402.95642,404.5621,406.24875,408.09769,409.98026
158,Palca,400.57968,403.01373,404.41476,405.36255,408.13879,409.49939,BOL-ADM3-33444609B56483619,400.82849,402.5556,404.28769,406.02679,407.77615,409.53281,400.82867,402.55484,404.28769,406.02795,407.77634,409.53223,400.82333,402.57211,404.28922,406.00589,407.7742,409.54315
159,Achocalla,401.23389,402.4935,404.97351,406.14322,409.04324,410.60577,BOL-ADM3-33444609B1863080,400.93573,402.845,404.76624,406.69901,408.64526,410.60083,400.93228,402.84576,404.76895,406.7019,408.64526,410.5979,400.98523,402.83194,404.72705,406.65729,408.64798,410.64252
160,El Alto,400.10562,402.10968,404.62555,405.93997,409.08365,410.46829,BOL-ADM3-33444609B30011805,400.11658,402.2114,404.31699,406.43222,408.55951,410.6954,400.11734,402.2114,404.31622,406.43204,408.55893,410.69638,400.10742,402.21158,404.32642,406.43552,408.56985,410.6813
161,Yanacachi,399.19806,401.79169,404.48361,405.65082,406.61105,408.91428,BOL-ADM3-33444609B40374901,399.85129,401.68701,403.5246,405.35843,407.19244,409.03339,399.86139,401.68509,403.51517,405.35071,407.19244,409.04218,399.70261,401.71881,403.66354,405.46573,407.18488,408.91171
162,TapacarÃ­,399.96457,401.21411,403.38797,406.97388,409.47046,410.99307,BOL-ADM3-33444609B99579203,399.39929,401.74847,404.11749,406.50647,408.9086,411.32156,399.39548,401.75061,404.12115,406.50723,408.90723,411.3204,399.45984,401.71191,404.05814,406.5018,408.93726,411.33295
163,Desaguadero,399.60577,403.19177,405.29507,407.30103,409.75006,412.55551,BOL-ADM3-33444609B26061868,400.12747,402.57501,405.0325,407.50031,409.98239,412.48059,400.13129,402.57346,405.02902,407.49857,409.983,412.48276,400.06812,402.60495,405.08289,407.52032,409.97028,412.45148
164,JesÃºs de Machaka,399.69592,403.04489,405.0473,407.56674,409.88791,411.99091,BOL-ADM3-33444609B81723104,400.18106,402.57828,404.9848,407.40045,409.82584,412.26291,400.1868,402.5769,404.97995,407.396,409.82526,412.26822,400.09714,402.59995,405.05334,407.46301,409.83347,412.18646
165,Puerto Mayor de Guaqui,400.06876,402.73691,405.33325,407.46625,409.9498,412.78421,BOL-ADM3-33444609B3928389,400.17554,402.64182,405.12231,407.61691,410.12747,412.65509,400.17593,402.64142,405.12173,407.61713,410.12808,412.65469,400.16733,402.64987,405.13196,407.6113,410.1181,412.6604
166,Tito Yupanqui,398.422,403.2717,404.55817,406.85336,409.86716,411.966,BOL-ADM3-33444609B83959891,399.41888,401.96924,404.52563,407.09131,409.66913,412.26056,399.42709,401.96637,404.51907,407.08646,409.66895,412.26703,399.29626,402.02023,404.62094,407.15518,409.67148,412.17053
167,Pucarani,399.33621,403.1636,404.57162,405.92676,409.46472,410.86932,BOL-ADM3-33444609B86182822,400.00116,402.21255,404.42938,406.65457,408.89221,411.13959,400.00537,402.21045,404.42612,406.65283,408.89182,411.14255,399.93558,402.2486,404.478,406.67261,408.89709,411.09744
168,Combaya,399.01331,403.35944,404.89676,406.96701,408.53772,412.15692,BOL-ADM3-33444609B86015105,399.88254,402.24783,404.61844,406.9964,409.38696,411.79532,399.88828,402.24496,404.6134,406.99426,409.38873,411.79807,399.79312,402.29926,404.69446,407.02103,409.35495,411.76486
