asdf_id,shapeName,co2015,co2016,co2017,co2018,co2019,co2020,shapeID,tr100_co2015,tr100_co2016,tr100_co2017,tr100_co2018,tr100_co2019,tr100_co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,tr6_co2015,tr6_co2016,tr6_co2017,tr6_co2018,tr6_co2019,tr6_co2020
169,Coroico,398.19809,401.74927,403.60892,405.13489,406.01904,408.84714,BOL-ADM3-33444609B70122176,399.09695,401.02768,402.95871,404.88806,406.82022,408.76257,399.10666,401.02481,402.95007,404.88168,406.82098,408.76978,398.95273,401.0755,403.08768,404.97321,406.80042,408.66495
170,Coripata,397.00681,400.9556,403.63864,406.70117,406.36465,408.90253,BOL-ADM3-33444609B52332460,398.28195,400.54514,402.80829,405.06244,407.30664,409.55682,398.30362,400.54169,402.78928,405.04388,407.30527,409.57755,397.97061,400.59653,403.08344,405.32907,407.31964,409.26224
171,Quiabaya,399.09918,402.88318,403.9614,407.08463,408.13586,411.98862,BOL-ADM3-33444609B75079070,399.59436,401.95123,404.31717,406.69629,409.08939,411.50146,399.59567,401.94968,404.31622,406.69666,409.09094,411.50067,399.57034,401.98209,404.33203,406.68774,409.05896,411.51892
172,Aucapata,399.09351,402.44989,403.85284,406.26367,407.27661,412.40567,BOL-ADM3-33444609B51912538,399.29721,401.64621,404.0069,406.38553,408.78674,411.2139,399.29187,401.64505,404.01132,406.3927,408.79044,411.20508,399.36499,401.67282,403.95007,406.2774,408.72183,411.34961
173,Ayo Ayo,400.49274,402.14581,405.43259,406.68481,409.75299,410.2764,BOL-ADM3-33444609B77019342,400.58963,402.6637,404.74753,406.83478,408.92633,411.02121,400.59613,402.6637,404.74155,406.82837,408.92419,411.02905,400.50006,402.66003,404.83054,406.92712,408.96085,410.90442
174,Azurduy,398.69928,400.34402,402.1955,405.77432,407.83008,409.04111,BOL-ADM3-33444609B52543177,398.44608,400.64236,402.85324,405.07864,407.3111,409.55096,398.44647,400.64352,402.85324,405.07574,407.30936,409.55389,398.44455,400.61887,402.84595,405.12405,407.34491,409.50412
175,Tipuani,398.58636,403.90656,403.39285,405.37686,405.64233,412.24908,BOL-ADM3-33444609B93497004,399.49567,401.62457,403.75558,405.90253,408.0755,410.27985,399.48975,401.62073,403.76114,405.91394,408.08191,410.26636,399.56442,401.70099,403.69089,405.7276,407.96149,410.48846
176,Nuestra SeÃ±ora de La Paz,398.70029,402.47153,404.19455,405.01175,407.11267,409.5159,BOL-ADM3-33444609B95766629,399.58807,401.55008,403.51266,405.47617,407.44748,409.42932,399.59531,401.54721,403.50632,405.47269,407.44843,409.43381,399.47775,401.60101,403.60986,405.51639,407.42764,409.37097
177,Sorata,399.12109,403.5918,404.5376,406.41431,407.5466,412.22543,BOL-ADM3-33444609B93873258,399.93079,402.17496,404.42361,406.68271,408.95929,411.25842,399.93155,402.17209,404.42285,406.68579,408.9628,411.2547,399.90771,402.23212,404.4425,406.62842,408.89688,411.32217
178,La Asunta,396.43564,402.28296,405.34134,408.99576,409.05408,410.47723,BOL-ADM3-33444609B25803532,398.65836,401.38007,404.09763,406.79712,409.47717,412.15796,398.69543,401.37415,404.06528,406.76492,409.47305,412.1951,398.12454,401.46661,404.56152,407.25827,409.52948,411.62885
179,Chuma,398.77728,402.48544,403.98489,407.05002,408.54733,412.02231,BOL-ADM3-33444609B88180595,399.25037,401.72473,404.20981,406.7081,409.22067,411.75134,399.25287,401.72339,404.20789,406.70712,409.22165,411.75232,399.21002,401.75192,404.23987,406.7207,409.20117,411.7417
180,Guanay,397.74051,403.27927,404.08319,405.14227,406.43512,411.47595,BOL-ADM3-33444609B33390960,399.04749,401.29761,403.54694,405.80249,408.0759,410.3732,399.05167,401.29282,403.54327,405.8046,408.07999,410.37103,398.97232,401.38507,403.61255,405.75681,407.99747,410.41937
181,Teoponte,399.64847,401.78897,404.17703,405.28757,407.91281,411.74121,BOL-ADM3-33444609B45650655,399.41965,401.66479,403.92484,406.20361,408.50711,410.83292,399.41129,401.66479,403.93176,406.21292,408.51004,410.82233,399.53433,401.66879,403.83298,406.06552,408.46097,410.99063
182,Mapiri,400.00009,403.31985,403.53348,405.91901,405.45007,412.68607,BOL-ADM3-33444609B90372031,400.03894,402.05914,404.08917,406.14145,408.22284,410.33835,400.02481,402.0578,404.1011,406.15771,408.22964,410.31821,400.22705,402.09213,403.92908,405.89886,408.1012,410.64154
183,Charazani,398.73544,401.9325,403.46378,406.0148,406.79086,411.13431,BOL-ADM3-33444609B50407902,399.05054,401.28574,403.53036,405.78757,408.06033,410.35361,399.04959,401.28439,403.53094,405.79028,408.06284,410.3501,399.05777,401.31137,403.52557,405.74734,408.01517,410.41116
184,"Caiza ""D""",396.9342,401.21912,402.77835,404.9769,408.2634,409.32706,BOL-ADM3-33444609B73754741,397.82889,400.25531,402.6875,405.12579,407.57202,410.026,397.83875,400.25284,402.67944,405.11844,407.57047,410.03558,397.68436,400.2952,402.80157,405.22818,407.59689,409.88934
185,Copacabana,398.38266,403.09668,404.95941,407.19299,410.02011,411.64661,BOL-ADM3-33444609B22177467,399.50366,402.0484,404.59818,407.15167,409.71173,412.28159,399.5166,402.04535,404.58716,407.14197,409.71036,412.29358,399.31378,402.10037,404.75543,407.28488,409.72855,412.11237
186,Tarvita,398.62912,399.60223,401.20294,405.74203,409.08047,409.44516,BOL-ADM3-33444609B65808761,397.76724,400.21008,402.67657,405.16965,407.67737,410.19299,397.7608,400.21332,402.68329,405.17117,407.67447,410.19125,397.87045,400.15189,402.56885,405.15845,407.73627,410.20825
187,ChaquÃ­,397.4761,400.02682,402.23535,404.65717,407.89328,410.70306,BOL-ADM3-33444609B42666607,397.28787,399.87796,402.48691,405.11807,407.77283,410.44754,397.28256,399.87836,402.49152,405.12308,407.77341,410.44186,397.36157,399.8736,402.41992,405.04486,407.76331,410.52798
188,Puna,397.69537,400.5126,402.55389,405.1153,408.04108,410.86551,BOL-ADM3-33444609B15997979,397.66483,400.22629,402.80484,405.40329,408.02277,410.66132,397.66162,400.22629,402.80774,405.40659,408.02335,410.65762,397.70883,400.22879,402.7626,405.35379,408.01382,410.71539
189,Ckochas,398.07483,401.19257,401.27048,405.71844,407.83185,409.73224,BOL-ADM3-33444609B30593293,398.09305,400.42255,402.76547,405.12964,407.50769,409.89795,398.09021,400.42291,402.76913,405.13101,407.50693,409.89621,398.13425,400.41873,402.70651,405.11322,407.52402,409.91925
190,El Villar,398.22357,398.23438,400.97589,404.45358,409.14032,409.67395,BOL-ADM3-33444609B60642341,396.82684,399.43527,402.07504,404.74869,407.44708,410.15878,396.81342,399.43985,402.08713,404.7562,407.44476,410.15018,397.02859,399.35623,401.89066,404.64835,407.49741,410.27084
191,Huacaya,397.87045,400.39706,402.53839,405.79791,408.00101,409.73062,BOL-ADM3-33444609B90845226,397.97498,400.39066,402.82001,405.26199,407.71277,410.17404,397.97879,400.39084,402.81714,405.25757,407.7114,410.17892,397.92432,400.38797,402.85806,405.32733,407.73627,410.10049
192,Tacacoma,399.55377,402.8634,403.70187,406.24081,406.5022,412.40033,BOL-ADM3-33444609B27309972,399.69821,401.88126,404.07471,406.28711,408.52328,410.78806,399.69,401.88013,404.08185,406.29736,408.52817,410.7753,399.80838,401.90964,403.98068,406.13388,408.43817,410.98203
193,Huacareta,399.28998,400.54626,402.21356,406.18515,407.51917,409.76862,BOL-ADM3-33444609B13482689,398.76065,400.93573,403.12805,405.33911,407.56134,409.79556,398.75629,400.93762,403.13208,405.34045,407.56076,409.793,398.82852,400.90283,403.06232,405.32559,407.57455,409.82642
194,Monteagudo,398.6394,399.69781,401.521,405.70212,408.09659,409.28616,BOL-ADM3-33444609B9106763,397.95279,400.27554,402.61877,404.98383,407.36084,409.74728,397.94824,400.27802,402.62338,404.98441,407.35889,409.74612,398.02679,400.22937,402.54312,404.98343,407.40005,409.75607
195,PotosÃ­,397.3989,400.36783,402.31531,404.78928,407.82816,410.34564,BOL-ADM3-33444609B51923126,397.47186,399.9968,402.53717,405.09586,407.67389,410.26889,397.47015,399.99658,402.53891,405.09796,407.67407,410.26675,397.49536,400.00345,402.51166,405.06302,407.66998,410.30099
196,San Pedro de Tiquina,398.31015,403.53494,404.64926,406.84491,410.00217,412.103,BOL-ADM3-33444609B67965715,399.44748,402.02081,404.59933,407.18625,409.78616,412.39957,399.45642,402.01755,404.59219,407.18118,409.78598,412.40643,399.31284,402.08005,404.70352,407.25186,409.78656,412.30478
197,Lagunillas,399.513,402.51086,403.16495,405.92603,408.96353,410.57626,BOL-ADM3-33444609B6445025,399.60294,401.78699,403.98206,406.1947,408.42319,410.6629,399.59988,401.7868,403.9855,406.1976,408.42279,410.65997,399.64505,401.79236,403.92984,406.15189,408.43097,410.70285
198,AlcalÃ¡,398.62375,400.18536,400.60742,404.84348,408.70767,410.1228,BOL-ADM3-33444609B92818499,397.66483,400.10074,402.56119,405.05722,407.57999,410.1185,397.64929,400.10379,402.57596,405.06842,407.57922,410.10577,397.89169,400.05096,402.3403,404.90253,407.60312,410.29413
199,Sopachui,398.39578,400.85153,400.64182,405.71173,409.43494,409.83389,BOL-ADM3-33444609B9397800,397.89682,400.36526,402.854,405.37332,407.91129,410.45871,397.88864,400.36737,402.86285,405.37756,407.90878,410.45419,398.01883,400.32938,402.71439,405.32074,407.96286,410.51352
200,Villa Ricardo Mugia - Icla,398.21552,401.45663,400.81842,405.92673,407.53647,409.53918,BOL-ADM3-33444609B74292684,398.22974,400.48288,402.74857,405.03674,407.33752,409.65039,398.22614,400.48325,402.75336,405.03867,407.33694,409.64786,398.28464,400.47791,402.67233,405.01434,407.35364,409.6832
201,Yotala,398.52411,401.65845,400.64606,406.02704,407.25864,409.81879,BOL-ADM3-33444609B38543160,398.40182,400.61295,402.83749,405.08734,407.35266,409.63242,398.39478,400.61353,402.845,405.09216,407.35266,409.62616,398.50348,400.60416,402.71957,405.02304,407.35596,409.71857
202,YamparÃ¡ez,398.48459,402.0563,401.38803,405.73193,407.76663,409.14328,BOL-ADM3-33444609B32418048,398.77243,400.8862,403.0083,405.14743,407.29654,409.45392,398.77188,400.88583,403.01022,405.14743,407.29538,409.45413,398.78079,400.89499,402.97235,405.15167,407.3179,409.4469
203,Tomina,398.1745,400.91556,402.18842,405.24408,408.35825,410.28568,BOL-ADM3-33444609B38412786,398.08716,400.50656,402.9418,405.39767,407.87183,410.36026,398.08337,400.50693,402.94565,405.40057,407.87143,410.35715,398.14108,400.50198,402.88245,405.35477,407.88095,410.40411
204,OcurÃ­,396.77808,399.94562,403.72855,404.22034,407.26382,410.31921,BOL-ADM3-33444609B72440734,397.28653,399.84061,402.40591,404.97842,407.56717,410.17383,397.29221,399.83868,402.40036,404.9761,407.56815,410.17715,397.20206,399.87341,402.49399,405.00488,407.54578,410.13239
205,Tarabuco,398.3176,401.30145,402.14569,405.75549,408.2468,409.57727,BOL-ADM3-33444609B73936756,398.47552,400.75833,403.0527,405.3623,407.68222,410.01114,398.47668,400.75833,403.05249,405.36038,407.68088,410.01349,398.46072,400.75949,403.04828,405.39148,407.70789,409.97418
206,ZudaÃ±ez,398.23907,401.0285,402.44751,405.93002,408.10022,410.07397,BOL-ADM3-33444609B5472183,398.33362,400.70331,403.08615,405.4845,407.89438,410.31604,398.33456,400.70331,403.08594,405.48294,407.89359,410.31781,398.32108,400.70313,403.08633,405.50943,407.90936,410.28885
207,Curva,398.57697,401.60153,403.4075,406.03354,407.48346,410.62469,BOL-ADM3-33444609B88989469,398.88882,401.1673,403.45572,405.75507,408.06656,410.39334,398.89093,401.16635,403.45398,405.7543,408.06732,410.39413,398.85764,401.18549,403.48169,405.76669,408.0502,410.38492
208,Pelechuco,398.62268,401.47409,403.52356,405.5538,408.05902,410.13501,BOL-ADM3-33444609B30997278,398.90994,401.1568,403.4136,405.68039,407.95856,410.24835,398.9126,401.15604,403.41129,405.67865,407.95837,410.2507,398.87,401.17151,403.44611,405.70206,407.96011,410.21765
209,Palos Blancos,399.1705,403.561,404.67413,407.17822,409.45346,410.85565,BOL-ADM3-33444609B83015549,400.1994,402.4418,404.68655,406.93411,409.18518,411.4426,400.21066,402.43912,404.67728,406.92557,409.18381,411.45319,400.0336,402.48843,404.81836,407.05383,409.20273,411.29276
210,Apolo,398.91324,401.6575,404.20798,405.54376,406.20932,410.10333,BOL-ADM3-33444609B25123274,399.38214,401.39691,403.41705,405.44058,407.47311,409.5217,399.38632,401.3952,403.41284,405.43906,407.47525,409.52286,399.31796,401.42871,403.48495,405.45721,407.43173,409.51056
211,Puerto Menor de Rurrenabaque,397.44247,402.31534,405.04248,406.58664,409.35382,410.33548,BOL-ADM3-33444609B4331330,398.93982,401.43732,403.93542,406.42719,408.91736,411.41199,398.96091,401.43329,403.91693,406.41052,408.91522,411.4324,398.63193,401.50317,404.20169,406.6608,408.94876,411.12314
212,San Buenaventura,397.96841,401.33463,404.21768,406.72928,407.87006,410.81653,BOL-ADM3-33444609B85439426,398.65875,401.11566,403.5806,406.04889,408.52191,411.00827,398.66959,401.11356,403.5708,406.04016,408.52173,411.01828,398.50043,401.14645,403.72382,406.17456,408.51938,410.86935
213,Santa Ana,397.89114,403.0481,404.87769,406.80682,408.7131,411.13687,BOL-ADM3-33444609B23560373,399.32291,401.75711,404.19168,406.62491,409.06168,411.50952,399.33871,401.7529,404.17819,406.61386,409.06149,411.52286,399.08994,401.82837,404.39084,406.77539,409.05875,411.32492
214,San Borja,398.17334,401.7616,403.97525,406.77301,409.99509,409.95511,BOL-ADM3-33444609B36751060,398.93143,401.39426,403.86435,406.33804,408.81229,411.28802,398.94553,401.3927,403.85281,406.32489,408.80856,411.30392,398.7327,401.41568,404.02615,406.52701,408.87213,411.05472
215,Reyes,398.29218,401.64642,404.58621,405.46017,409.61163,410.61679,BOL-ADM3-33444609B13357475,398.87494,401.32727,403.78888,406.25687,408.73666,411.22546,398.88254,401.32553,403.78214,406.25165,408.73529,411.23273,398.76407,401.35501,403.88593,406.32623,408.75711,411.12177
216,Puerto Gonzalo Moreno,397.05328,404.43924,404.82224,407.76535,408.39407,413.0647,BOL-ADM3-33444609B85003487,399.14035,401.8504,404.55746,407.26624,409.98398,412.72336,399.1571,401.8439,404.5434,407.25671,409.98611,412.73438,398.88654,401.96426,404.7674,407.38977,409.93665,412.57736
217,Puerto Siles,398.34949,404.30948,403.32419,406.69543,407.77969,411.6297,BOL-ADM3-33444609B80291858,399.63092,401.90866,404.18628,406.47507,408.77737,411.09784,399.63531,401.90466,404.18359,406.47488,408.77933,411.09824,399.55643,401.98322,404.22906,406.46945,408.73685,411.10117
218,ExaltaciÃ³n,398.9707,402.35712,404.47653,406.01376,408.74161,411.35818,BOL-ADM3-33444609B10458910,399.43567,401.77512,404.12366,406.48224,408.85574,411.24429,399.43814,401.77359,404.12134,406.48184,408.85654,411.24527,399.39319,401.80386,404.16064,406.48282,408.84192,411.23431
219,Riberalta,397.67245,402.16382,404.46674,407.07224,408.18036,412.70456,BOL-ADM3-33444609B93314585,398.54947,401.26526,403.99072,406.72595,409.47559,412.24857,398.55685,401.26239,403.98416,406.72208,409.47754,412.25269,398.4364,401.31616,404.09283,406.77618,409.43713,412.19687
220,Porvenir,399.0369,402.65289,405.71909,405.69003,412.79831,410.72,BOL-ADM3-33444609B95419155,399.76205,402.28754,404.82166,407.36044,409.90948,412.45697,399.7735,402.28583,404.81219,407.35132,409.905,412.47037,399.59912,402.31323,404.95447,407.48459,409.98767,412.25937
221,Bella Flor,399.37833,402.17221,403.98181,407.33835,410.39825,410.86896,BOL-ADM3-33444609B83803279,399.59607,402.01868,404.4537,406.90054,409.35379,411.81241,399.60196,402.01849,404.44925,406.89374,409.35086,411.82065,399.51566,402.0162,404.51019,407.00027,409.40335,411.6893
222,San Pedro,398.76868,403.69595,404.88699,408.42529,408.66187,413.67773,BOL-ADM3-33444609B11509981,399.72812,402.36353,405.00641,407.66086,410.32877,413.02084,399.73422,402.36044,405.00119,407.65793,410.33112,413.02341,399.63113,402.41934,405.08694,407.69702,410.2818,412.99249
223,Puerto Rico,400.27249,401.24045,406.2261,407.31934,409.83844,413.30646,BOL-ADM3-33444609B55981723,399.82211,402.41473,405.02881,407.65695,410.30411,412.97202,399.82059,402.41571,405.02881,407.65814,410.30508,412.97025,399.84537,402.39633,405.03287,407.63812,410.2861,413.00015
224,Santa Rosa,399.73373,402.96509,404.0351,408.98782,409.12039,411.86533,BOL-ADM3-33444609B45825141,400.12268,402.50781,404.90329,407.30975,409.71896,412.13968,400.12936,402.50705,404.8981,407.30237,409.71799,412.14716,400.02808,402.51663,404.97281,407.42087,409.73264,412.03122
225,Ingavi,399.0256,403.10608,404.82785,408.7677,408.99698,414.27921,BOL-ADM3-33444609B53699713,399.53738,402.30096,405.07846,407.8728,410.68445,413.52316,399.53967,402.29904,405.07632,407.87219,410.6868,413.52277,399.4985,402.33319,405.1113,407.87921,410.63882,413.53598
226,GuayaramerÃ­n,398.67206,402.94717,404.0466,406.60489,409.30481,411.58771,BOL-ADM3-33444609B93580112,399.38501,401.82819,404.27921,406.74203,409.21814,411.70813,399.38956,401.82626,404.27591,406.73972,409.21814,411.71149,399.31567,401.86575,404.32797,406.76999,409.2164,411.66513
227,Villa Nueva,399.39087,401.38168,404.72104,407.32248,408.84653,413.35565,BOL-ADM3-33444609B33507653,399.10211,401.76785,404.45428,407.16061,409.88876,412.64249,399.09811,401.76822,404.45715,407.16449,409.89093,412.63736,399.15805,401.76038,404.41724,407.10626,409.85339,412.72061
228,Santos Mercado,398.2565,401.57794,405.10455,407.38489,408.65134,412.96271,BOL-ADM3-33444609B15181859,398.74506,401.49167,404.25241,407.02298,409.80786,412.61514,398.75153,401.48996,404.24603,407.01871,409.80902,412.61966,398.64771,401.5202,404.34976,407.08081,409.77817,412.55807
229,Nueva Esperanza,398.40961,402.48413,403.49658,406.32788,409.45447,412.65561,BOL-ADM3-33444609B91423379,398.72375,401.39731,404.08569,406.79675,409.53223,412.28986,398.72052,401.39636,404.08917,406.80139,409.53339,412.28473,398.76636,401.42142,404.03638,406.72382,409.51212,412.36572
230,Santiago de Huata,398.3887,403.52283,405.05359,406.8309,409.35516,412.01007,BOL-ADM3-33444609B41664570,399.62292,402.11053,404.60126,407.09656,409.60233,412.12259,399.63342,402.10687,404.59238,407.09052,409.60272,412.13043,399.46329,402.17688,404.73419,407.17459,409.58963,412.01785
231,Puerto PÃ©rez,398.94675,403.46198,404.34769,406.30505,409.90714,411.25076,BOL-ADM3-33444609B7909722,399.79904,402.14984,404.50595,406.87161,409.25015,411.63846,399.80475,402.14752,404.50171,406.86871,409.24936,411.64297,399.71326,402.19376,404.56555,406.90616,409.26028,411.57605
232,Chuquihuta Ayllu Jucumani,398.7207,402.07999,404.04663,406.98206,409.03564,410.93903,BOL-ADM3-33444609B27408509,399.24637,401.65656,404.07605,406.50375,408.93802,411.38257,399.254,401.65521,404.0697,406.49698,408.93686,411.39023,399.13675,401.67667,404.16528,406.59894,408.95462,411.27078
233,Bolpebra,399.25668,403.45825,405.95901,405.76535,411.66095,410.40225,BOL-ADM3-33444609B21368266,400.35361,402.64276,404.93381,407.22372,409.51974,411.81476,400.36755,402.63971,404.92203,407.21362,409.5166,411.82889,400.15189,402.69135,405.10144,407.35831,409.5752,411.61057
234,Filadelfia,400.03387,402.49173,405.14069,406.71024,411.58627,412.06207,BOL-ADM3-33444609B21491486,400.00613,402.51703,405.04428,407.58737,410.14801,412.71805,400.00632,402.51743,405.04428,407.58698,410.14606,412.71964,400.00385,402.51205,405.04059,407.59146,410.18283,412.68991
235,Alto Beni,399.29086,403.36423,404.72894,407.21591,408.32117,410.95496,BOL-ADM3-33444609B19655093,400.24081,402.3992,404.55939,406.72168,408.88773,411.06433,400.25092,402.39633,404.5509,406.71469,408.88791,411.07257,400.09274,402.44601,404.68326,406.82001,408.87991,410.95087
236,Caranavi,398.65921,402.02179,404.04254,406.5564,407.29413,410.22885,BOL-ADM3-33444609B96037932,399.36215,401.53168,403.70609,405.88278,408.06305,410.25482,399.37109,401.52957,403.69821,405.87582,408.06323,410.26245,399.22961,401.56558,403.82257,405.98035,408.05313,410.14938
237,Huarina,397.96609,404.21432,405.5192,406.17462,409.13333,411.53021,BOL-ADM3-33444609B8469227,399.80151,402.18436,404.56268,406.93817,409.32196,411.71774,399.81717,402.17859,404.54938,406.92963,409.32254,411.72916,399.565,402.28448,404.76257,407.0455,409.30264,411.56641
238,Bolivar,400.30804,401.56293,403.48044,406.56253,410.08218,410.9686,BOL-ADM3-33444609B76614989,399.67361,401.97577,404.29752,406.64139,409.00162,411.3714,399.66751,401.97787,404.3035,406.6445,408.99985,411.36807,399.76834,401.93723,404.20517,406.60068,409.03574,411.41415
239,Chua Cocani,397.80634,403.76953,405.12085,406.58746,409.44788,412.1145,BOL-ADM3-33444609B43692068,399.37585,401.94336,404.51135,407.08218,409.66425,412.26135,399.38901,401.93857,404.50037,407.07501,409.66486,412.27078,399.17844,402.02829,404.67572,407.17343,409.64804,412.13455
240,Humanata,398.14929,401.81964,403.30124,406.62323,409.02527,411.65097,BOL-ADM3-33444609B78666461,398.51563,401.12753,403.75269,406.39462,409.05194,411.72601,398.51773,401.12656,403.75134,406.3931,409.05194,411.72778,398.48294,401.14511,403.77078,406.41382,409.0535,411.70206
241,Villa Vaca GuzmÃ¡n,398.56235,400.69263,402.22522,405.77417,408.10336,409.71152,BOL-ADM3-33444609B92881157,398.37885,400.67847,402.99332,405.32538,407.66901,410.02307,398.3775,400.67944,402.99484,405.3248,407.66785,410.02347,398.4003,400.66241,402.9639,405.33603,407.69196,410.01331
242,Batallas,398.06247,404.33197,405.51682,405.76404,408.78351,410.94058,BOL-ADM3-33444609B42689736,399.98209,402.21982,404.45062,406.6759,408.90799,411.15018,399.9985,402.2139,404.43674,406.66718,408.9086,411.16196,399.73575,402.32495,404.65933,406.78491,408.88812,410.99377
243,Padilla,397.2247,399.38934,400.66251,403.72012,407.16882,409.70102,BOL-ADM3-33444609B75760336,396.68381,399.16891,401.67493,404.21017,406.77209,409.35397,396.67245,399.17044,401.68546,404.21982,406.77289,409.34305,396.84671,399.147,401.52194,404.07336,406.76648,409.50839
244,Mojocoya,398.40189,400.49393,403.26471,404.54236,407.46927,411.03036,BOL-ADM3-33444609B69980236,398.1424,400.53998,402.9545,405.3884,407.84732,410.32797,398.13538,400.54016,402.96027,405.39612,407.84946,410.31918,398.24075,400.53922,402.87726,405.27399,407.81192,410.45752
245,PucarÃ¡,398.22516,400.02698,401.93185,405.05145,407.72476,409.16861,BOL-ADM3-33444609B51772236,397.93268,400.2139,402.51126,404.8259,407.15323,409.49063,397.93057,400.21506,402.51358,404.82626,407.15189,409.49023,397.96606,400.19308,402.47461,404.82648,407.17731,409.49023
246,Villa Serrano,398.26566,400.41049,401.70746,404.53705,407.08408,409.65109,BOL-ADM3-33444609B69127220,397.94559,400.1868,402.44391,404.72244,407.02084,409.33542,397.93817,400.18774,402.45062,404.72879,407.02142,409.328,398.05167,400.17477,402.34375,404.63232,407.0123,409.44006
247,MacharetÃ­,397.08014,401.81567,402.4209,405.3071,408.32141,408.42572,BOL-ADM3-33444609B12353677,398.23676,400.49777,402.7597,405.02438,407.28934,409.55585,398.25043,400.4949,402.74875,405.01297,407.28662,409.57013,398.03741,400.54419,402.91125,405.18567,407.33597,409.34949
248,Boyuibe,398.62976,401.74225,403.80304,405.32242,408.3248,408.39783,BOL-ADM3-33444609B47604355,399.35757,401.36093,403.36703,405.37216,407.37714,409.38229,399.3692,401.35904,403.35706,405.36212,407.3746,409.39459,399.18945,401.38754,403.50711,405.51309,407.41754,409.20215
249,Cuevo,398.70947,401.97595,402.63953,405.98358,407.84229,409.45227,BOL-ADM3-33444609B96934473,399.11276,401.23004,403.35474,405.4899,407.6319,409.78186,399.11636,401.22928,403.35242,405.4866,407.63092,409.78577,399.06119,401.24518,403.38416,405.53806,407.64783,409.72482
250,Camiri,400.30511,402.38095,403.08701,405.86752,409.39188,410.21634,BOL-ADM3-33444609B99493244,399.99603,402.05954,404.13696,406.23441,408.34821,410.47046,399.98972,402.06067,404.14331,406.23904,408.34723,410.46555,400.09024,402.04208,404.0379,406.16837,408.37158,410.53543
251,Cocapata,398.50098,401.51443,404.69995,406.57178,410.11493,410.01691,BOL-ADM3-33444609B83608870,399.14417,401.57458,404.01324,406.45297,408.89359,411.33551,399.15823,401.57324,404.00092,406.43997,408.89008,411.35159,398.94284,401.59161,404.18628,406.6412,408.95129,411.1008
252,Vallegrande,397.51825,401.13177,401.83154,405.7366,408.36014,409.1225,BOL-ADM3-33444609B53201147,397.98883,400.36029,402.74109,405.13409,407.53354,409.93881,397.9949,400.35953,402.73685,405.1279,407.53101,409.94644,397.90402,400.37231,402.79352,405.22626,407.57532,409.82544
