asdf_id,oco2_v10r_xco2_yearly.2015.mean,oco2_v10r_xco2_yearly.2017.mean,oco2_v10r_xco2_yearly.2019.mean,oco2_v10r_xco2_yearly.2020.mean,oco2_v10r_xco2_yearly.2018.mean,oco2_v10r_xco2_yearly.2016.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
226,398.672068808,404.046591931,409.304817098,411.587708833,406.604875908,402.947181632,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,399.390864134,404.721045365,408.846534144,413.355643594,407.32248905,401.381694311,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,398.256509741,405.104547902,408.651335897,412.962717267,407.384891627,401.57793201,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,398.409602619,403.496595962,409.454457519,412.655618011,406.327869311,402.484137491,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,398.388691334,405.053594175,409.355150627,412.0100747,406.830909534,403.522823752,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,398.946746155,404.3476856,409.907142753,411.250755113,406.305040265,403.461985451,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,398.720689438,404.046639361,409.035636598,410.939034263,406.982053296,402.079984416,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,399.256695134,405.959022486,411.660960273,410.402241534,405.765344961,403.45824029,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,400.033862513,405.140674386,411.586278338,412.062087491,406.710228894,402.491744218,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,399.290862997,404.728947631,408.321154526,410.954942979,407.21592,403.364213181,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,398.659211465,404.042546773,407.294127612,410.228852747,406.556400455,402.021787138,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,397.966083874,405.519201685,409.133341256,411.530216718,406.174631101,404.214338135,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,400.30803601,403.480430455,410.08217234,410.968591408,406.562530896,401.562937281,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,397.806348215,405.12085125,409.44786729,412.114501753,406.587467423,403.769526419,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,398.149291636,403.301235762,409.02525748,411.650973263,406.623235615,401.8196518,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,398.562337372,402.225209,408.1033537,409.711515999,405.774155147,400.692616006,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,398.062469499,405.516823733,408.783521818,410.940567112,405.764035894,404.331970761,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,397.224686432,400.662514606,407.168834287,409.701006126,403.720112731,399.389328753,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,398.401871635,403.264720908,407.469272302,411.030357493,404.542357871,400.493939356,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,398.225168802,401.9318443,407.724774138,409.168619295,405.051438185,400.026984697,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,398.265661645,401.707456615,407.084065399,409.651094698,404.537036004,400.410492499,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,397.080134628,402.420905631,408.321423214,408.425707523,405.307110637,401.815675583,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,398.629774679,403.803031196,408.324801656,408.397836822,405.322430106,401.742239242,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,398.709466543,402.639520073,407.842279505,409.452270003,405.98358431,401.975958419,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,400.305113008,403.087009335,409.391879179,410.216326622,405.867535279,402.380942183,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,398.500969196,404.699945044,410.114919898,410.016906722,406.571774424,401.514429436,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,397.518253958,401.831530265,408.360144527,409.122492177,405.736591194,401.13178993,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,399.056572253,403.149649715,408.950026601,410.121616077,405.550881692,402.284942692,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,398.511194957,402.253170647,408.032105896,409.07654041,405.160469039,400.879341566,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,398.638024526,402.626925157,408.086453043,410.340075007,405.633254688,400.830354448,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,398.535587922,403.452375117,408.844102521,411.203283361,406.31116927,401.74270688,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,398.120899396,402.055468895,408.109231585,409.452635984,405.20236204,400.961311436,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,399.854627152,402.778951993,408.095790688,410.226145446,405.840482681,401.397139603,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,399.089044672,402.923200573,408.751181906,410.990495015,405.578606492,401.128702802,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,397.837344585,403.769857635,407.679046822,409.459198037,405.862344834,402.02600241,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,399.220528969,403.012069472,409.742172605,409.115745611,405.878633727,401.998676593,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,399.365150933,403.265421835,409.412018363,410.671859562,404.984224487,402.913225808,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,400.268250111,403.528510405,409.475292043,411.121309834,404.267663451,402.654123146,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,399.077066945,403.467597723,407.752308903,412.128627038,404.930385314,401.963616922,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,399.237951754,403.863650093,409.477182817,410.921806123,405.914559082,402.002062441,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,398.053198213,401.330578017,408.83975907,408.691606441,403.833018852,399.667563389,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,398.626981922,401.862808204,408.810185741,408.500105331,405.172043946,400.586630881,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,396.603690532,400.974236357,407.544068307,409.021951965,403.833249827,401.163193172,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,396.49702785,400.121909826,409.702960488,408.841956657,403.434252558,400.867146999,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,397.904343063,405.521720897,408.454388475,410.572578448,405.722530699,402.546285827,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,398.521625245,402.772243197,408.872153961,410.811030324,406.13025424,400.812858572,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,398.849354599,403.637896058,409.273663486,410.676226534,406.254250664,401.482059149,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,397.623326395,402.286769974,406.940003068,407.705623845,405.338603625,401.683568155,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,397.732219707,402.306440213,407.175453934,408.670812396,405.038086119,402.132632801,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,398.330460428,404.140622419,409.124083781,408.576428105,405.224272674,401.130043472,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,397.543505695,405.846167891,407.608545187,410.416642927,405.583571116,402.354567944,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,397.255616866,405.492079563,407.85166221,411.268165827,406.237035438,401.614300023,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,399.506812326,403.002820839,408.731393985,409.773864605,404.718847091,402.192734232,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,397.120970379,404.952628242,407.952850997,411.687168182,406.086261237,400.352076138,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,397.51170807,405.107499552,408.319260306,411.690056929,405.898482134,401.345130188,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,397.844609313,402.483403048,408.790303892,409.484684588,405.298212595,401.306614014,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,398.575555668,403.697361559,409.001953466,409.310999805,405.126422115,401.833232043,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,397.807037559,400.182819015,409.869597822,407.917677394,404.484465379,400.657390286,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,397.799695477,405.302347057,408.195248653,410.38661437,406.255069322,403.298225623,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,398.467092184,403.820320762,407.869494018,411.148653359,405.405930836,402.592619174,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,398.090533261,404.017223503,408.177524911,411.074059219,405.795041819,402.516208652,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,399.636447468,404.023766268,409.148129727,410.898443079,407.616248826,401.484116631,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,398.255750386,403.082850922,408.364687896,411.198139066,405.580015007,402.840154463,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,398.879412758,403.128065392,408.655224179,409.579712722,405.726635687,401.157704065,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,398.6617511,403.743117903,409.449615274,410.39719412,408.570409242,401.814312179,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,398.892308997,404.432429858,410.267631006,410.692539832,408.731970912,401.92413434,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,399.992861196,403.73626081,409.398302529,411.180871379,407.937944642,401.869221213,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,399.927725871,404.171130973,410.521377599,411.101606042,406.915897096,401.444554128,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,399.109453862,402.35048761,408.555131689,411.090872492,405.739660387,402.036504292,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,399.123152024,402.976736679,407.913951763,411.259806889,406.567323005,402.599027477,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,398.675390239,404.118118395,408.692948423,411.948135886,405.958216129,401.85374986,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,400.443326533,403.982846984,408.414490355,411.658079611,405.443920197,404.035834062,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,397.078564687,401.059135218,407.968623053,409.175436366,403.311382034,401.237922394,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,398.000175418,400.900593089,408.546403159,408.420562394,404.176063252,400.37785559,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,398.588659864,402.142958109,408.28093805,408.783004101,405.400773659,401.092343126,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,396.423432505,400.045914212,406.416912424,409.674217097,403.470732496,399.239282011,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,399.447006949,403.219041543,408.299501386,409.478483396,406.437806808,402.171902891,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,399.163938965,404.063909827,408.700584592,410.2269101,406.172795933,401.252966393,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,399.900991001,404.659872912,408.436580922,410.762111263,405.693574842,402.096173,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,399.149537899,403.594458434,406.923275154,412.174477688,406.224270554,402.364589516,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,398.438934577,403.752320772,409.254036546,410.651796829,406.196583198,401.688088346,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,400.250032885,405.367368981,410.609052459,410.699433797,407.062050421,402.236787344,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,398.85546277,403.930239183,409.39061879,411.312926236,406.878664164,402.333491176,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,401.072871806,405.134814534,411.446047341,411.761126857,406.57352064,402.354129536,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,400.687225777,405.257895273,409.273969467,411.44130114,406.822647615,402.487192907,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,399.767235951,404.059828485,409.47386651,411.360981257,406.816857904,404.043200787,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,400.442282147,404.746965064,408.890030264,411.038514823,406.782230953,402.613882338,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,398.342658779,403.6534821,409.815498707,410.869343247,407.42098556,401.751598661,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,400.229025376,404.568131453,409.423057553,410.398448911,406.355951413,402.501776984,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,398.06023713,404.744099535,408.305281944,410.186228693,405.89619747,401.407499428,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,397.84884153,404.895057296,408.90087727,410.648633088,405.779114079,401.644187483,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,398.327202126,403.111718093,408.416774455,410.470613128,405.647073475,401.872714562,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,398.93524855,403.360718987,409.868713415,410.534371099,405.357291142,400.98034269,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,398.58387219,403.33709228,409.18961831,409.572856571,406.216575509,401.162153262,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,397.936087351,401.085723123,408.120427186,408.996860304,404.32701876,400.361391984,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,396.632893547,402.157121149,406.42098431,409.440612903,406.940598202,400.050820797,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,397.006312476,403.216422558,408.196899049,408.913050443,406.019622291,401.394388266,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,398.448182741,404.112551088,409.711298838,411.878399514,406.960944523,402.618840842,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,398.190386656,404.009219568,409.853882723,411.306609489,407.867655572,402.379494584,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,398.909392946,403.464698276,408.530813512,411.345426591,405.847466119,401.824324688,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,398.182433667,405.561460527,408.755013214,412.054042891,406.527375578,403.844799978,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,400.585783911,405.270565258,410.244043249,412.606902183,407.344691205,402.736655273,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,399.176028564,404.392107156,409.156396015,411.823117034,407.336353215,403.072242529,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,396.981014163,401.215082649,407.664952932,410.215152481,404.639910357,399.134428513,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,398.386520646,404.054619689,408.619206674,410.624976415,407.290193234,402.708587046,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,398.70901814,404.301727228,409.639427455,411.157656925,407.213049929,402.247462947,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,397.829714682,403.360556597,408.404679501,410.382827417,405.246030364,399.885521038,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,399.101204535,403.482013551,408.53999673,408.958056621,405.755167348,402.551186875,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,398.339159003,402.323753419,407.921607323,410.248650709,404.581191116,400.876630982,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,397.911003912,403.301027035,408.47863897,410.150648057,405.51555663,401.144634693,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,398.176868092,402.733015228,408.234808156,410.789364702,405.740103383,400.964233766,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,397.756412696,403.782318564,407.753411997,410.119381771,406.04573058,401.849798577,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,396.083505539,402.874200555,407.35502944,409.043020677,405.459487627,399.71020765,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
